reviewId,content,score,thumbsUpCount,at,source,thread,id,primary_tag,secondary_tag,categories_mentioned,explored_new,sentiment
8e6fff04-041d-4d01-b935-44ae1980ca22,delivery not available in nadargul area,2.0,0.0,2026-07-14 19:58:11,play_store,,8e6fff04-041d-4d01-b935-44ae1980ca22,SERVICE_NOISE,,[],False,negative
e3e53902-c465-43ac-ba53-1f5c017da768,Help and support is not working,4.0,0.0,2026-07-14 19:47:45,play_store,,e3e53902-c465-43ac-ba53-1f5c017da768,SERVICE_NOISE,,[],False,negative
60be0f0f-f1d0-413a-8846-b81db5acaf69,"After that I ordered the product from the app and also gave a review. If I give a bad review in other apps, they either ask me to return the product and the customer support is good, but in this app I am getting a complaint about a bad product.but there is no customer support here, nothing, I am very disappointed",1.0,0.0,2026-07-14 19:47:06,play_store,,60be0f0f-f1d0-413a-8846-b81db5acaf69,SERVICE_NOISE,,[],False,negative
c54ee2e7-b95b-4d99-8134-10049af8e5a5,"this app has become useless and unable to deliver the complete order. Furthermore, they started deliver rotten items and refuse to take responsibility for it....",1.0,0.0,2026-07-14 19:42:40,play_store,,c54ee2e7-b95b-4d99-8134-10049af8e5a5,TRUST_QUALITY,SERVICE_NOISE,[],False,negative
685ec29e-f4ad-4860-8f8f-48d2c1351b4a,VERY BAD AAP IN THE WORLD GIVE EXPIRE PRODUCT TO CUSTOMER AND VERY BAD CUSTOMER CARE SUPPORT NEVER TRY THIS APP!,1.0,0.0,2026-07-14 19:37:47,play_store,,685ec29e-f4ad-4860-8f8f-48d2c1351b4a,TRUST_QUALITY,SERVICE_NOISE,[],False,negative
05630c66-4583-4a08-8bce-6b54b4760996,don't buy vegetable and Icecream from zepto bad experience quality of vegetable pick very bad and smelly and icecream totaly melt complain about icecream but no solution or no action taken,1.0,0.0,2026-07-14 19:24:43,play_store,,05630c66-4583-4a08-8bce-6b54b4760996,TRUST_QUALITY,SERVICE_NOISE,"['vegetables', 'ice cream']",False,negative
4405449d-34f7-4bde-b950-77b630bc97d5,very nice good I am very impressed I am very happy it's ok,5.0,0.0,2026-07-14 19:20:54,play_store,,4405449d-34f7-4bde-b950-77b630bc97d5,HABIT_AUTOPILOT,,[],False,positive
722fe91d-96ba-4a4e-8138-db723ba0436d,worst service. don't use it.,1.0,0.0,2026-07-14 19:14:34,play_store,,722fe91d-96ba-4a4e-8138-db723ba0436d,SERVICE_NOISE,,[],False,negative
1d7a0fc5-862e-41a1-a234-d1bc7f924dfe,best app for lazy person😅,5.0,0.0,2026-07-14 19:12:42,play_store,,1d7a0fc5-862e-41a1-a234-d1bc7f924dfe,HABIT_AUTOPILOT,,[],False,positive
9b2a9f59-2898-41e8-8ef7-030336a93837,very frustrated service for this zepto I have received incomplete product and they were said ki hum process nhi kr skte h mai isse recommended nhi krungi aap yaha se order kre because agr bekar item received hua toh return nhi hoga aap blinkit and other app ki service le skte h vo bhutt accha h customer service k mamle m,1.0,0.0,2026-07-14 19:08:58,play_store,,9b2a9f59-2898-41e8-8ef7-030336a93837,SERVICE_NOISE,,[],False,negative
655ac17c-40a8-4623-82be-20205c84b708,worst customer service ever,1.0,0.0,2026-07-14 18:53:20,play_store,,655ac17c-40a8-4623-82be-20205c84b708,SERVICE_NOISE,,[],False,negative
